,Light ID,%ICAO,I,H,V,C,S
523,10,95.06,9965.21,-1.76,2.56,W,✗
524,10,95.06,9974.52,2.60,3.84,W,✗
525,10,95.06,9953.79,7.67,3.05,W,✗
526,10,95.06,7497.57,14.02,2.51,W,✗
527,10,95.06,2944.79,17.32,3.46,W,✗
528,10,95.06,6123.51,-18.51,6.09,W,✗
529,10,95.06,7558.49,-12.84,6.21,W,✗
530,10,95.06,10073.83,-7.55,5.45,W,✗
531,10,95.06,12086.20,-2.28,5.04,W,✗
532,10,95.06,11971.05,3.51,5.66,W,✗
533,10,95.06,10133.32,8.11,5.69,W,✗
534,10,95.06,7479.85,14.26,5.55,W,✗
535,10,95.06,5930.77,19.65,6.15,W,✗
536,10,95.06,2965.11,-18.24,7.82,W,✗
537,10,95.06,7607.22,-13.93,8.67,W,✗
538,10,95.06,10059.95,-8.67,7.50,W,✗
539,10,95.06,9975.34,-1.34,8.94,W,✗
540,10,95.06,10065.19,4.05,8.64,W,✗
541,10,95.06,9978.81,9.27,8.54,W,✗
542,10,95.06,7568.85,13.05,8.49,W,✗
543,10,95.06,2993.87,18.74,7.81,W,✗
544,10,95.06,1491.66,-17.00,9.68,W,✗
545,10,95.06,3035.52,-11.71,8.51,W,✗
546,10,95.06,7572.22,-7.77,8.58,W,✗
547,10,95.06,7554.95,-1.20,9.12,W,✗
548,10,95.06,7499.12,3.37,10.01,W,✗
549,10,95.06,7593.91,7.62,9.73,W,✗
550,10,95.06,3049.40,13.28,9.20,W,✗
551,10,95.06,1492.62,19.15,10.08,W,✗
552,10,95.06,340.17,-18.64,11.74,W,✗
553,10,95.06,1594.54,-13.36,10.73,W,✗
554,10,95.06,3110.07,-9.16,11.24,W,✗
555,10,95.06,6033.82,-3.77,12.14,W,✗
556,10,95.06,6041.58,1.85,11.91,W,✗
557,10,95.06,3010.42,7.41,10.45,W,✗
558,10,95.06,1543.54,13.38,11.53,W,✗
559,10,95.06,214.23,18.05,11.78,W,✗
560,11,76.04,260.79,-17.16,1.59,G,✗
561,11,76.04,1516.47,-11.63,1.20,G,✗
562,11,76.04,2994.50,-7.59,1.02,G,✗
563,11,76.04,5950.75,-1.51,0.25,G,✗
564,11,76.04,6001.88,3.79,0.73,G,✗
565,11,76.04,3103.05,8.47,-0.23,G,✗
566,11,76.04,1508.72,14.79,1.17,G,✗
567,11,76.04,318.59,19.95,0.25,G,✗
568,11,76.04,1450.93,-18.12,2.50,G,✗
569,11,76.04,3053.60,-12.87,2.30,G,✗
570,11,76.04,7555.94,-8.10,2.04,G,✗
571,11,76.04,7551.54,-2.17,1.78,G,✗
572,11,76.04,7446.94,3.69,2.11,G,✗
573,11,76.04,7453.50,8.33,2.43,G,✗
574,11,76.04,3087.40,14.44,1.93,G,✗
575,11,76.04,1545.56,18.21,1.62,G,✗
576,11,76.04,3108.12,-18.88,2.56,G,✗
577,11,76.04,7524.24,-13.83,2.79,G,✗
578,11,76.04,10056.83,-7.65,2.42,G,✗
579,11,76.04,9988.97,-3.09,3.64,G,✗
580,11,76.04,9962.05,2.25,3.18,G,✗
581,11,76.04,9923.31,7.71,2.58,G,✗
582,11,76.04,7546.59,13.12,4.17,G,✗
583,11,76.04,2948.98,17.69,3.76,G,✗
584,11,76.04,6088.41,-17.36,4.52,G,✗
585,11,76.04,7593.50,-13.44,4.92,G,✗
586,11,76.04,10077.71,-7.87,6.15,G,✗
587,11,76.04,12072.89,-1.37,5.43,G,✗
588,11,76.04,12015.74,3.14,4.94,G,✗
589,11,76.04,10098.79,8.12,5.90,G,✗
590,11,76.04,7458.74,14.02,5.56,G,✗
591,11,76.04,5908.84,20.05,4.35,G,✗
592,11,76.04,2960.27,-18.97,8.88,G,✗
593,11,76.04,7609.63,-12.08,8.41,G,✗
594,11,76.04,10033.02,-7.95,8.09,G,✗
595,11,76.04,9950.98,-3.09,7.69,G,✗
596,11,76.04,10077.61,3.35,8.60,G,✗
597,11,76.04,9986.74,9.24,8.92,G,✗
598,11,76.04,7605.64,14.43,8.45,G,✗
599,11,76.04,2954.31,17.82,7.78,G,✗
600,11,76.04,1489.22,-17.13,9.20,G,✗
601,11,76.04,3025.60,-12.66,9.98,G,✗
602,11,76.04,7564.73,-6.44,9.41,G,✗
603,11,76.04,7592.74,-2.23,9.09,G,✗
604,11,76.04,7528.18,3.09,8.22,G,✗
605,11,76.04,7584.28,8.14,8.81,G,✗
606,11,76.04,3051.19,13.39,8.75,G,✗
607,11,76.04,1476.16,18.32,9.81,G,✗
608,11,76.04,352.37,-17.76,10.75,G,✗
609,11,76.04,1573.24,-13.35,10.96,G,✗
610,11,76.04,3111.58,-8.59,11.93,G,✗
611,11,76.04,6010.28,-3.03,11.82,G,✗
612,11,76.04,6082.23,1.35,11.47,G,✗
613,11,76.04,3005.79,8.06,10.36,G,✗
614,11,76.04,1543.96,13.04,11.20,G,✗
615,11,76.04,236.65,17.06,11.48,G,✗
616,12,147.27,252.57,-17.55,1.36,R,✓
617,12,147.27,1517.90,-12.05,-0.05,R,✓
618,12,147.27,2989.13,-6.76,1.49,R,✓
619,12,147.27,5954.58,-1.17,1.73,R,✓
620,12,147.27,6038.58,4.23,-0.11,R,✓
621,12,147.27,3093.75,8.01,0.86,R,✓
622,12,147.27,1480.37,13.74,-0.02,R,✓
623,12,147.27,353.46,19.94,0.44,R,✓
624,12,147.27,1450.54,-18.06,2.53,R,✓
625,12,147.27,3062.52,-13.44,1.68,R,✓
626,12,147.27,7595.35,-7.36,0.82,R,✓
627,12,147.27,7546.24,-1.82,1.05,R,✓
628,12,147.27,7458.51,2.55,2.25,R,✓
629,12,147.27,7453.89,7.98,1.09,R,✓
630,12,147.27,3103.57,13.36,2.61,R,✓
631,12,147.27,1543.52,19.00,1.55,R,✓
632,12,147.27,3086.07,-18.68,2.99,R,✓
633,12,147.27,7493.92,-13.24,3.88,R,✓
634,12,147.27,10099.35,-8.50,4.03,R,✓
635,12,147.27,9987.20,-2.79,3.60,R,✓
636,12,147.27,9948.39,1.80,3.03,R,✓
637,12,147.27,9943.57,8.54,2.50,R,✓
638,12,147.27,7535.40,12.91,3.22,R,✓
639,12,147.27,2922.94,17.44,4.10,R,✓
640,12,147.27,6112.29,-17.84,5.11,R,✓
641,12,147.27,7562.36,-13.28,5.28,R,✓
642,12,147.27,10058.61,-8.08,5.73,R,✓
643,12,147.27,12109.97,-1.65,4.65,R,✓
644,12,147.27,12002.19,4.36,5.87,R,✓
645,12,147.27,10107.18,9.71,4.86,R,✓
646,12,147.27,7462.68,14.75,5.91,R,✓
647,12,147.27,5941.78,18.59,4.51,R,✓
648,12,147.27,2990.74,-18.29,8.31,R,✓
649,12,147.27,7617.55,-13.93,9.10,R,✓
650,12,147.27,10050.03,-7.86,8.99,R,✓
651,12,147.27,9949.32,-3.07,8.09,R,✓
652,12,147.27,10045.60,3.73,7.65,R,✓
653,12,147.27,9951.19,8.28,8.68,R,✓
654,12,147.27,7607.41,14.35,7.86,R,✓
655,12,147.27,2986.96,18.50,8.34,R,✓
656,12,147.27,1491.51,-16.79,9.95,R,✓
657,12,147.27,3045.64,-12.58,8.70,R,✓
658,12,147.27,7565.65,-7.76,9.15,R,✓
659,12,147.27,7556.72,-1.70,9.56,R,✓
660,12,147.27,7494.66,3.23,9.58,R,✓
661,12,147.27,7581.63,8.78,8.16,R,✓
662,12,147.27,3065.83,13.86,9.83,R,✓
663,12,147.27,1503.51,17.82,8.32,R,✓
664,12,147.27,371.35,-18.22,11.23,R,✓
665,12,147.27,1566.70,-12.89,10.94,R,✓
666,12,147.27,3120.27,-9.15,12.08,R,✓
667,12,147.27,6029.53,-3.51,10.81,R,✓
668,12,147.27,6078.25,1.49,11.98,R,✓
669,12,147.27,2987.71,7.65,10.33,R,✓
670,12,147.27,1528.93,12.70,10.33,R,✓
671,12,147.27,252.33,18.50,10.76,R,✓
672,13,159.10,271.45,-16.88,0.35,Y,✓
673,13,159.10,1551.60,-13.27,1.26,Y,✓
674,13,159.10,2975.00,-8.28,0.95,Y,✓
675,13,159.10,5960.11,-1.28,1.53,Y,✓
676,13,159.10,6043.31,2.82,1.76,Y,✓
677,13,159.10,3068.13,8.59,0.83,Y,✓
678,13,159.10,1479.96,14.92,0.39,Y,✓
679,13,159.10,340.98,18.21,1.33,Y,✓
680,13,159.10,1463.37,-18.86,2.62,Y,✓
681,13,159.10,3042.70,-13.40,0.69,Y,✓
682,13,159.10,7575.95,-8.07,0.67,Y,✓
683,13,159.10,7551.19,-1.93,1.96,Y,✓
684,13,159.10,7456.66,3.98,2.46,Y,✓
685,13,159.10,7478.10,8.88,1.39,Y,✓
686,13,159.10,3088.68,14.13,1.04,Y,✓
687,13,159.10,1544.61,18.12,2.25,Y,✓
688,13,159.10,3070.55,-18.32,2.33,Y,✓
689,13,159.10,7513.07,-12.55,4.01,Y,✓
690,13,159.10,10059.62,-7.91,3.40,Y,✓
691,13,159.10,9992.12,-3.42,4.07,Y,✓
692,13,159.10,9952.05,3.52,3.67,Y,✓
693,13,159.10,9932.66,8.84,3.62,Y,✓
694,13,159.10,7539.42,13.86,2.29,Y,✓
695,13,159.10,2937.96,17.94,4.06,Y,✓
696,13,159.10,6113.73,-18.16,5.90,Y,✓
697,13,159.10,7570.57,-12.32,5.43,Y,✓
698,13,159.10,10077.31,-7.12,6.05,Y,✓
699,13,159.10,12109.65,-1.10,5.78,Y,✓
700,13,159.10,12011.99,4.21,4.77,Y,✓
701,13,159.10,10103.97,9.00,4.73,Y,✓
702,13,159.10,7497.28,14.86,5.03,Y,✓
703,13,159.10,5907.40,20.06,4.52,Y,✓
704,13,159.10,2957.49,-17.70,8.02,Y,✓
705,13,159.10,7580.34,-13.11,7.70,Y,✓
706,13,159.10,10035.58,-6.77,8.56,Y,✓
707,13,159.10,9996.00,-2.76,8.07,Y,✓
708,13,159.10,10058.07,2.92,8.75,Y,✓
709,13,159.10,9985.66,7.79,7.29,Y,✓
710,13,159.10,7580.16,14.20,7.56,Y,✓
711,13,159.10,2987.25,17.98,8.61,Y,✓
712,13,159.10,1464.25,-18.01,9.90,Y,✓
713,13,159.10,3064.60,-12.66,8.59,Y,✓
714,13,159.10,7590.49,-7.22,9.63,Y,✓
715,13,159.10,7550.21,-2.44,8.15,Y,✓
716,13,159.10,7528.20,3.42,8.10,Y,✓
717,13,159.10,7565.73,8.59,8.43,Y,✓
718,13,159.10,3050.19,12.96,9.69,Y,✓
719,13,159.10,1502.63,17.65,9.63,Y,✓
720,13,159.10,366.37,-18.97,10.31,Y,✓
721,13,159.10,1606.20,-14.30,11.19,Y,✓
722,13,159.10,3101.35,-8.33,11.24,Y,✓
723,13,159.10,6022.86,-3.56,11.70,Y,✓
724,13,159.10,6050.10,1.52,11.39,Y,✓
725,13,159.10,3016.86,7.40,12.00,Y,✓
726,13,159.10,1567.40,13.43,11.59,Y,✓
727,13,159.10,248.12,17.07,12.13,Y,✓
728,14,119.93,256.75,-16.66,1.24,G,✓
729,14,119.93,1558.03,-12.92,1.72,G,✓
730,14,119.93,2983.80,-6.68,-0.19,G,✓
731,14,119.93,5959.40,-1.48,1.44,G,✓
732,14,119.93,6000.09,3.60,1.41,G,✓
733,14,119.93,3080.01,8.62,0.81,G,✓
734,14,119.93,1478.85,14.19,0.71,G,✓
735,14,119.93,337.45,19.75,0.48,G,✓
736,14,119.93,1470.33,-17.98,1.25,G,✓
737,14,119.93,3057.91,-12.61,2.05,G,✓
738,14,119.93,7581.53,-7.88,1.33,G,✓
739,14,119.93,7575.63,-2.10,1.15,G,✓
740,14,119.93,7446.74,2.52,2.57,G,✓
741,14,119.93,7444.70,8.47,1.91,G,✓
742,14,119.93,3103.19,13.19,0.77,G,✓
743,14,119.93,1575.33,17.81,1.54,G,✓
744,14,119.93,3104.74,-18.07,2.24,G,✓
745,14,119.93,7510.68,-14.06,2.60,G,✓
746,14,119.93,10105.82,-7.25,3.81,G,✓
747,14,119.93,10003.75,-2.82,3.21,G,✓
748,14,119.93,9965.17,1.82,3.42,G,✓
749,14,119.93,9959.34,8.56,3.34,G,✓
750,14,119.93,7507.87,13.04,3.84,G,✓
751,14,119.93,2942.93,18.86,3.49,G,✓
752,14,119.93,6114.69,-17.28,4.46,G,✓
753,14,119.93,7581.67,-11.71,6.18,G,✓
754,14,119.93,10048.42,-6.37,4.74,G,✓
755,14,119.93,12103.53,-2.68,4.79,G,✓
756,14,119.93,11972.05,3.66,4.77,G,✓
757,14,119.93,10131.10,9.40,5.05,G,✓
758,14,119.93,7460.64,13.30,4.65,G,✓
759,14,119.93,5935.11,18.53,6.16,G,✓
760,14,119.93,2966.29,-18.58,7.52,G,✓
761,14,119.93,7591.24,-13.46,7.82,G,✓
762,14,119.93,10051.22,-7.65,8.16,G,✓
763,14,119.93,9971.54,-1.73,7.67,G,✓
764,14,119.93,10081.26,3.50,7.48,G,✓
765,14,119.93,9950.32,7.63,8.13,G,✓
766,14,119.93,7579.67,14.63,7.62,G,✓
767,14,119.93,2958.25,19.36,8.99,G,✓
768,14,119.93,1477.89,-16.16,8.73,G,✓
769,14,119.93,3056.69,-13.16,8.81,G,✓
770,14,119.93,7612.33,-7.53,9.56,G,✓
771,14,119.93,7572.54,-1.96,8.23,G,✓
772,14,119.93,7538.16,3.87,9.39,G,✓
773,14,119.93,7604.30,9.21,8.99,G,✓
774,14,119.93,3075.37,14.57,9.58,G,✓
775,14,119.93,1478.23,19.39,8.14,G,✓
776,14,119.93,343.80,-17.99,11.87,G,✓
777,14,119.93,1564.11,-12.98,10.31,G,✓
778,14,119.93,3121.38,-7.82,10.88,G,✓
779,14,119.93,6002.92,-3.72,11.11,G,✓
780,14,119.93,6071.55,1.47,10.84,G,✓
781,14,119.93,2996.72,6.72,11.12,G,✓
782,14,119.93,1545.07,12.76,10.86,G,✓
783,14,119.93,208.39,18.50,10.40,G,✓
784,15,159.16,245.63,-17.52,1.73,W,✓
785,15,159.16,1521.57,-12.13,0.98,W,✓
786,15,159.16,3010.48,-6.73,1.12,W,✓
787,15,159.16,5950.85,-2.28,0.34,W,✓
788,15,159.16,6043.21,2.78,0.28,W,✓
789,15,159.16,3089.67,9.79,0.42,W,✓
790,15,159.16,1471.44,14.49,0.26,W,✓
791,15,159.16,313.45,18.32,0.32,W,✓
792,15,159.16,1442.78,-18.16,2.33,W,✓
793,15,159.16,3039.38,-12.48,0.86,W,✓
794,15,159.16,7575.67,-8.02,2.34,W,✓
795,15,159.16,7564.43,-1.82,1.11,W,✓
796,15,159.16,7460.49,2.41,2.43,W,✓
797,15,159.16,7467.56,9.41,2.17,W,✓
798,15,159.16,3115.06,12.82,1.27,W,✓
799,15,159.16,1544.71,18.00,1.50,W,✓
800,15,159.16,3116.93,-18.86,2.26,W,✓
801,15,159.16,7500.07,-12.87,3.26,W,✓
802,15,159.16,10072.10,-8.45,3.84,W,✓
803,15,159.16,9971.48,-3.55,2.24,W,✓
804,15,159.16,9960.36,1.71,3.39,W,✓
805,15,159.16,9936.77,7.09,4.05,W,✓
806,15,159.16,7533.91,14.08,3.27,W,✓
807,15,159.16,2946.12,17.71,3.16,W,✓
808,15,159.16,6108.93,-17.05,5.57,W,✓
809,15,159.16,7575.26,-13.20,5.44,W,✓
810,15,159.16,10086.86,-7.98,5.39,W,✓
811,15,159.16,12107.86,-0.97,5.32,W,✓
812,15,159.16,11999.60,4.16,4.88,W,✓
813,15,159.16,10122.84,9.17,5.03,W,✓
814,15,159.16,7483.04,14.01,5.59,W,✓
815,15,159.16,5906.30,18.25,4.53,W,✓
816,15,159.16,2994.49,-17.47,8.30,W,✓
817,15,159.16,7592.52,-13.03,7.83,W,✓
818,15,159.16,10050.57,-8.05,8.10,W,✓
819,15,159.16,9988.89,-2.60,8.62,W,✓
820,15,159.16,10063.07,2.23,8.04,W,✓
821,15,159.16,9952.35,9.28,8.05,W,✓
822,15,159.16,7604.51,14.57,7.38,W,✓
823,15,159.16,2951.92,18.02,8.64,W,✓
824,15,159.16,1472.06,-16.73,8.71,W,✓
825,15,159.16,3039.01,-12.84,8.64,W,✓
826,15,159.16,7594.21,-7.47,9.92,W,✓
827,15,159.16,7597.59,-1.78,9.40,W,✓
828,15,159.16,7543.45,2.66,8.52,W,✓
829,15,159.16,7599.06,9.14,9.36,W,✓
830,15,159.16,3071.86,14.03,8.41,W,✓
831,15,159.16,1494.32,18.74,9.56,W,✓
832,15,159.16,340.60,-17.34,11.66,W,✓
833,15,159.16,1596.43,-13.31,10.46,W,✓
834,15,159.16,3091.61,-8.52,11.40,W,✓
835,15,159.16,6025.29,-2.42,11.11,W,✓
836,15,159.16,6074.32,1.41,10.24,W,✓
837,15,159.16,2987.22,8.19,11.97,W,✓
838,15,159.16,1520.14,11.99,10.63,W,✓
839,15,159.16,232.98,18.55,10.64,W,✓
840,16,193.78,250.49,-18.02,0.53,Y,✓
841,16,193.78,1546.10,-13.46,0.12,Y,✓
842,16,193.78,3013.47,-7.57,0.07,Y,✓
843,16,193.78,5941.37,-2.39,0.27,Y,✓
844,16,193.78,6029.26,4.29,0.11,Y,✓
845,16,193.78,3107.37,8.18,0.80,Y,✓
846,16,193.78,1459.27,14.76,0.12,Y,✓
847,16,193.78,351.87,18.44,0.13,Y,✓
848,16,193.78,1446.77,-17.42,1.65,Y,✓
849,16,193.78,3045.93,-12.76,2.53,Y,✓
850,16,193.78,7587.47,-7.28,1.47,Y,✓
851,16,193.78,7579.87,-3.29,2.07,Y,✓
852,16,193.78,7467.17,3.75,1.15,Y,✓
853,16,193.78,7464.12,9.18,1.49,Y,✓
854,16,193.78,3091.80,14.25,1.43,Y,✓
855,16,193.78,1562.27,19.17,1.71,Y,✓
856,16,193.78,3100.16,-17.65,2.30,Y,✓
857,16,193.78,7528.23,-12.94,3.77,Y,✓
858,16,193.78,10058.23,-7.61,3.96,Y,✓
859,16,193.78,10006.63,-1.98,3.86,Y,✓
860,16,193.78,9974.15,2.50,3.25,Y,✓
861,16,193.78,9946.18,7.75,3.84,Y,✓
862,16,193.78,7503.86,14.13,3.48,Y,✓
863,16,193.78,2926.07,17.20,3.58,Y,✓
864,16,193.78,6098.25,-17.32,4.83,Y,✓
865,16,193.78,7581.03,-12.37,6.25,Y,✓
866,16,193.78,10087.69,-7.70,4.64,Y,✓
867,16,193.78,12087.87,-1.26,5.67,Y,✓
868,16,193.78,11995.99,3.86,5.25,Y,✓
869,16,193.78,10106.04,8.73,5.27,Y,✓
870,16,193.78,7483.54,14.58,4.46,Y,✓
871,16,193.78,5950.49,18.80,5.81,Y,✓
872,16,193.78,2983.44,-17.88,7.25,Y,✓
873,16,193.78,7593.06,-13.76,8.50,Y,✓
874,16,193.78,10067.61,-7.23,7.85,Y,✓
875,16,193.78,9954.12,-2.91,8.93,Y,✓
876,16,193.78,10052.01,3.01,8.88,Y,✓
877,16,193.78,9991.50,8.55,7.53,Y,✓
878,16,193.78,7565.02,13.20,7.93,Y,✓
879,16,193.78,2952.86,19.13,7.90,Y,✓
880,16,193.78,1460.01,-16.44,9.69,Y,✓
881,16,193.78,3032.69,-13.04,9.17,Y,✓
882,16,193.78,7570.03,-6.27,9.19,Y,✓
883,16,193.78,7578.88,-1.33,8.42,Y,✓
884,16,193.78,7537.05,3.76,9.20,Y,✓
885,16,193.78,7569.19,8.12,9.04,Y,✓
886,16,193.78,3069.83,14.40,10.03,Y,✓
887,16,193.78,1519.32,18.00,8.96,Y,✓
888,16,193.78,322.84,-18.82,11.81,Y,✓
889,16,193.78,1584.19,-13.56,10.62,Y,✓
890,16,193.78,3120.66,-8.06,10.90,Y,✓
891,16,193.78,6007.89,-3.99,12.10,Y,✓
892,16,193.78,6057.53,2.32,11.20,Y,✓
893,16,193.78,3018.77,7.08,11.79,Y,✓
894,16,193.78,1568.26,12.89,11.09,Y,✓
895,16,193.78,233.40,18.43,10.21,Y,✓
896,17,180.29,256.66,-17.01,1.06,Y,✗
897,17,180.29,1564.20,-12.78,1.65,Y,✗
898,17,180.29,3009.73,-8.30,1.18,Y,✗
899,17,180.29,5942.51,-1.30,0.36,Y,✗
900,17,180.29,6041.88,3.93,0.89,Y,✗
901,17,180.29,3093.23,8.66,0.17,Y,✗
902,17,180.29,1470.64,13.54,1.12,Y,✗
903,17,180.29,335.91,19.69,1.18,Y,✗
904,17,180.29,1460.59,-17.92,1.85,Y,✗
905,17,180.29,3062.39,-12.94,0.98,Y,✗
906,17,180.29,7554.15,-7.66,2.60,Y,✗
907,17,180.29,7545.10,-1.70,2.12,Y,✗
908,17,180.29,7477.56,2.16,0.85,Y,✗
909,17,180.29,7473.81,9.43,1.95,Y,✗
910,17,180.29,3121.23,14.20,2.22,Y,✗
911,17,180.29,1533.11,17.95,1.17,Y,✗
912,17,180.29,3070.60,-18.00,3.36,Y,✗
913,17,180.29,7507.55,-13.37,3.23,Y,✗
914,17,180.29,10093.35,-8.02,4.20,Y,✗
915,17,180.29,10013.38,-1.85,2.80,Y,✗
916,17,180.29,9950.04,2.63,2.29,Y,✗
917,17,180.29,9931.86,8.92,3.19,Y,✗
918,17,180.29,7520.73,12.23,3.31,Y,✗
919,17,180.29,2944.85,17.50,3.31,Y,✗
920,17,180.29,6088.10,-18.09,5.87,Y,✗
921,17,180.29,7565.08,-12.42,5.74,Y,✗
922,17,180.29,10045.70,-6.70,4.45,Y,✗
923,17,180.29,12072.73,-2.36,5.20,Y,✗
924,17,180.29,12003.88,3.43,4.88,Y,✗
925,17,180.29,10109.92,9.57,6.15,Y,✗
926,17,180.29,7485.22,13.54,6.13,Y,✗
927,17,180.29,5905.55,19.79,4.56,Y,✗
928,17,180.29,2973.29,-17.29,7.82,Y,✗
929,17,180.29,7607.13,-12.24,8.49,Y,✗
930,17,180.29,10055.23,-8.45,7.12,Y,✗
931,17,180.29,9951.22,-2.95,7.75,Y,✗
932,17,180.29,10041.55,2.42,8.18,Y,✗
933,17,180.29,9985.69,9.24,8.64,Y,✗
934,17,180.29,7597.30,14.41,8.36,Y,✗
935,17,180.29,2979.51,19.07,8.81,Y,✗
936,17,180.29,1497.22,-17.09,9.73,Y,✗
937,17,180.29,3068.93,-12.53,8.36,Y,✗
938,17,180.29,7593.11,-6.22,8.93,Y,✗
939,17,180.29,7575.41,-0.93,8.20,Y,✗
940,17,180.29,7540.89,3.56,8.15,Y,✗
941,17,180.29,7605.59,8.50,8.72,Y,✗
942,17,180.29,3082.11,14.22,9.98,Y,✗
943,17,180.29,1493.81,19.34,9.89,Y,✗
944,17,180.29,358.49,-17.43,11.48,Y,✗
945,17,180.29,1599.77,-13.13,12.15,Y,✗
946,17,180.29,3090.20,-7.79,11.99,Y,✗
947,17,180.29,6005.39,-2.71,10.97,Y,✗
948,17,180.29,6060.68,1.99,11.39,Y,✗
949,17,180.29,3006.33,7.73,11.86,Y,✗
950,17,180.29,1527.44,13.60,10.63,Y,✗
951,17,180.29,223.95,16.64,11.40,Y,✗
952,18,140.06,252.04,-18.22,1.62,W,✗
953,18,140.06,1542.82,-12.51,0.15,W,✗
954,18,140.06,2990.67,-7.98,1.23,W,✗
955,18,140.06,5920.65,-1.75,0.42,W,✗
956,18,140.06,6028.19,4.00,0.05,W,✗
957,18,140.06,3072.16,8.84,1.16,W,✗
958,18,140.06,1459.29,14.70,-0.20,W,✗
959,18,140.06,305.39,18.74,1.66,W,✗
960,18,140.06,1471.04,-17.42,1.31,W,✗
961,18,140.06,3037.60,-13.00,1.61,W,✗
962,18,140.06,7558.09,-7.90,0.72,W,✗
963,18,140.06,7587.84,-2.00,2.30,W,✗
964,18,140.06,7465.64,3.02,0.70,W,✗
965,18,140.06,7490.75,9.41,2.62,W,✗
966,18,140.06,3120.54,14.28,0.87,W,✗
967,18,140.06,1539.91,19.51,2.50,W,✗
968,18,140.06,3096.38,-19.00,3.32,W,✗
969,18,140.06,7496.88,-13.28,3.28,W,✗
970,18,140.06,10061.35,-8.07,3.07,W,✗
971,18,140.06,10002.82,-2.99,4.10,W,✗
972,18,140.06,9979.10,2.82,4.15,W,✗
973,18,140.06,9956.59,8.15,3.91,W,✗
974,18,140.06,7524.10,12.56,3.97,W,✗
975,18,140.06,2912.11,17.98,3.90,W,✗
976,18,140.06,6097.59,-18.42,4.51,W,✗
977,18,140.06,7588.26,-11.90,5.29,W,✗
978,18,140.06,10073.85,-8.03,5.26,W,✗
979,18,140.06,12097.41,-2.01,5.22,W,✗
980,18,140.06,12014.70,3.59,6.09,W,✗
981,18,140.06,10100.26,8.76,4.96,W,✗
982,18,140.06,7471.87,14.28,5.49,W,✗
983,18,140.06,5946.10,19.98,5.63,W,✗
984,18,140.06,2962.00,-17.62,7.24,W,✗
985,18,140.06,7595.17,-13.35,8.18,W,✗
986,18,140.06,10050.95,-7.26,8.97,W,✗
987,18,140.06,9963.84,-2.77,9.00,W,✗
988,18,140.06,10058.42,2.34,9.02,W,✗
989,18,140.06,9948.41,7.61,7.57,W,✗
990,18,140.06,7594.68,12.87,8.26,W,✗
991,18,140.06,2974.31,18.88,8.96,W,✗
992,18,140.06,1482.86,-17.38,8.93,W,✗
993,18,140.06,3067.35,-11.58,9.65,W,✗
994,18,140.06,7573.64,-7.06,9.00,W,✗
995,18,140.06,7571.46,-1.21,9.10,W,✗
996,18,140.06,7517.64,3.34,9.03,W,✗
997,18,140.06,7610.88,8.13,8.81,W,✗
998,18,140.06,3062.46,14.56,8.34,W,✗
999,18,140.06,1499.80,19.34,8.17,W,✗
1000,18,140.06,335.52,-18.72,12.08,W,✗
1001,18,140.06,1603.11,-14.02,11.06,W,✗
1002,18,140.06,3097.37,-7.48,11.16,W,✗
1003,18,140.06,6033.96,-3.43,11.71,W,✗
1004,18,140.06,6074.23,1.90,10.86,W,✗
1005,18,140.06,2997.02,6.93,10.70,W,✗
1006,18,140.06,1519.17,11.96,10.72,W,✗
1007,18,140.06,249.97,18.24,12.07,W,✗
1008,19,78.31,236.52,-17.94,1.67,Y,✓
1009,19,78.31,1533.23,-12.93,0.04,Y,✓
1010,19,78.31,2980.62,-6.42,-0.22,Y,✓
1011,19,78.31,5942.50,-2.34,1.03,Y,✓
1012,19,78.31,6037.05,3.65,-0.12,Y,✓
1013,19,78.31,3085.30,9.37,0.39,Y,✓
1014,19,78.31,1484.25,13.77,-0.15,Y,✓
1015,19,78.31,317.78,18.21,-0.02,Y,✓
1016,19,78.31,1435.76,-18.20,2.57,Y,✓
1017,19,78.31,3059.42,-13.56,1.17,Y,✓
1018,19,78.31,7581.43,-7.25,0.84,Y,✓
1019,19,78.31,7572.18,-2.84,0.91,Y,✓
1020,19,78.31,7465.02,3.60,2.26,Y,✓
1021,19,78.31,7451.01,8.91,0.98,Y,✓
1022,19,78.31,3093.75,14.55,2.42,Y,✓
1023,19,78.31,1565.17,18.93,2.52,Y,✓
1024,19,78.31,3112.45,-17.31,3.13,Y,✓
1025,19,78.31,7491.65,-13.26,2.53,Y,✓
1026,19,78.31,10066.46,-7.64,2.75,Y,✓
1027,19,78.31,9987.89,-2.22,3.23,Y,✓
1028,19,78.31,9979.33,2.67,3.51,Y,✓
1029,19,78.31,9964.52,8.37,3.63,Y,✓
1030,19,78.31,7505.10,13.71,2.27,Y,✓
1031,19,78.31,2939.04,18.84,2.28,Y,✓
1032,19,78.31,6125.52,-16.73,6.19,Y,✓
1033,19,78.31,7572.82,-13.47,5.28,Y,✓
1034,19,78.31,10073.39,-8.06,5.39,Y,✓
1035,19,78.31,12104.79,-2.60,4.42,Y,✓
1036,19,78.31,12004.38,2.68,5.04,Y,✓
1037,19,78.31,10094.80,9.00,4.88,Y,✓
1038,19,78.31,7488.17,14.32,5.47,Y,✓
1039,19,78.31,5903.98,19.64,6.27,Y,✓
1040,19,78.31,2953.77,-17.24,8.30,Y,✓
1041,19,78.31,7613.53,-13.69,8.92,Y,✓
